DAY,CURRENCY,RATE
2021-07-18,HRK,6.352007
2021-07-18,HTG,93.475854
2021-07-18,HUF,304.289965
2021-07-18,GIP,0.726569
2021-07-19,PLN,3.898119
2021-07-19,PKR,160.571204
2021-07-19,PHP,50.935689
2021-07-19,PGK,3.50407
2021-07-19,PEN,3.900804
2021-07-19,PAB,1
2021-07-19,OMR,0.384958
2021-07-19,NZD,1.443335
2021-07-19,NPR,119.578566
2021-07-19,NOK,8.953392
2021-07-19,NIO,34.864982
2021-07-19,PYG,6819.112904
2021-07-19,QAR,3.65256
2021-07-19,RON,4.1776
2021-07-19,RSD,99.691857
2021-07-19,RUB,74.6951
2021-07-19,RWF,1005.039579
2021-07-19,SAR,3.750615
2021-07-19,SBD,8.022495
2021-07-19,SCR,14.450799
2021-07-19,SDG,446
2021-07-19,SEK,8.693178
2021-07-19,MOP,7.988845
2021-07-19,LSL,14.518784
2021-07-19,LTL,3.215858
2021-07-19,LVL,0.654582
2021-07-19,LYD,4.506199
2021-07-19,MAD,8.954005
2021-07-19,MDL,17.92927
2021-07-19,MGA,3884.332606
2021-07-19,MKD,52.233427
2021-07-19,MMK,1643.135451
2021-07-19,MNT,2848.467285
2021-07-19,NGN,410.731284
2021-07-19,MRO,356.999828
2021-07-19,MRU,36.102317
2021-07-19,MTL,0.683738
2021-07-19,MUR,42.8
2021-07-19,MVR,15.41
2021-07-19,MWK,808.28909
2021-07-19,MXN,20.0569
2021-07-19,MYR,4.2245
2021-07-19,MZN,63.570004
2021-07-19,NAD,14.56
2021-07-19,XDR,0.703361
2021-07-19,UYU,43.923162
2021-07-19,UZS,10584.208776
2021-07-19,VEF,248487.642241
2021-07-19,VES,3557638.535714
2021-07-19,VND,22990.917253
2021-07-19,VUV,110.398351
2021-07-19,WST,2.556603
2021-07-19,XAF,556.272897
2021-07-19,XAG,0.03973777
2021-07-19,XAU,0.00055206
2021-07-19,XCD,2.70255
2021-07-19,USD,1
2021-07-19,XOF,556.272897
2021-07-19,XPD,0.00038551
2021-07-19,XPF,101.197203
2021-07-19,XPT,0.00092851
2021-07-19,YER,250.249915
2021-07-19,ZAR,14.56465
2021-07-19,ZMK,5253.075255
2021-07-19,ZMW,22.48613
2021-07-19,ZWL,322
2021-07-19,AED,3.6732
2021-07-19,THB,32.85
2021-07-19,SHP,0.73165
2021-07-19,SLL,10253.95022
2021-07-19,SOS,580.519253
2021-07-19,SRD,21.304
2021-07-19,SSP,130.26
2021-07-19,STD,20631.712016
2021-07-19,STN,21.15
2021-07-19,SVC,8.735309
2021-07-19,SYP,1257.498581
2021-07-19,SZL,14.459853
2021-07-19,SGD,1.3642
2021-07-19,TJS,11.384965
2021-07-19,TMT,3.4
2021-07-19,TND,2.795
2021-07-19,TOP,2.257667
2021-07-19,TRY,8.5851
2021-07-19,TTD,6.777996
2021-07-19,TWD,28.091399
2021-07-19,TZS,2315.74747
2021-07-19,UAH,27.187258
2021-07-19,UGX,3553.793389
2021-07-19,CNY,6.4905
2021-07-19,BTN,74.736557
2021-07-19,BWP,11.012957
2021-07-19,BYN,2.534766
2021-07-19,BYR,20026.25
2021-07-19,BZD,2.012164
2021-07-19,CAD,1.274994
2021-07-19,CDF,1992.880352
2021-07-19,CHF,0.918755
2021-07-19,CLF,0.027552
2021-07-19,CLP,760.25069
2021-07-19,CNH,6.49467
2021-07-19,BTC,3.2418429e-05
2021-07-19,COP,3812.02884
2021-07-19,CRC,619.020602
2021-07-19,CUC,1
2021-07-19,CUP,25.75
2021-07-19,CVE,93.75
2021-07-19,CZK,21.794001
2021-07-19,DJF,177.716923
2021-07-19,DKK,6.307991
2021-07-19,DOP,56.974554
2021-07-19,DZD,134.558871
2021-07-19,BAM,1.657926
2021-07-19,LRD,171.550036
2021-07-19,AFN,79.342477
2021-07-19,ALL,103.841275
2021-07-19,AMD,496.685929
2021-07-19,ANG,1.791834
2021-07-19,AOA,641.472
2021-07-19,ARS,96.3063
2021-07-19,AUD,1.362918
2021-07-19,AWG,1.801
2021-07-19,AZN,1.700805
2021-07-19,LKR,198.653313
2021-07-19,BBD,2
2021-07-19,BDT,84.647263
2021-07-19,BGN,1.658265
2021-07-19,BHD,0.376981
2021-07-19,BIF,1979.948882
2021-07-19,BMD,1
2021-07-19,BND,1.359527
2021-07-19,BOB,6.892883
2021-07-19,BRL,5.252
2021-07-19,BSD,1
2021-07-19,KGS,84.752671
2021-07-19,IMP,0.73165
2021-07-19,INR,74.99355
2021-07-19,IQD,1456.462181
2021-07-19,IRR,42152.499855
2021-07-19,ISK,124.06
2021-07-19,JEP,0.73165
2021-07-19,JMD,154.002586
2021-07-19,JOD,0.709
2021-07-19,JPY,109.52833333
2021-07-19,KES,108.011195
2021-07-19,EGP,15.6704
2021-07-19,KHR,4068.537534
2021-07-19,KMF,417.400054
2021-07-19,KPW,900
2021-07-19,KRW,1150.991944
2021-07-19,KWD,0.300674
2021-07-19,KYD,0.83191
2021-07-19,KZT,427.649797
2021-07-19,LAK,9506.36911
2021-07-19,LBP,1513.03561
2021-07-19,EEK,14.573008
2021-07-19,IDR,14589.75
2021-07-19,ILS,3.2997
2021-07-19,ERN,15.004625
2021-07-19,ETB,44.166897
2021-07-19,EUR,0.848033
2021-07-19,FJD,2.0886
2021-07-19,FKP,0.73165
2021-07-19,GBP,0.73165
2021-07-19,GEL,3.1
2021-07-19,GGP,0.73165
2021-07-19,GHS,5.927705
2021-07-19,GMD,51.15
2021-07-19,GIP,0.73165
2021-07-19,HUF,305.239903
2021-07-19,HTG,93.705585
2021-07-19,HRK,6.3644
2021-07-19,HNL,23.78866
2021-07-19,HKD,7.77115
2021-07-19,GYD,208.848894
2021-07-19,GTQ,7.736505
2021-07-19,GNF,9787.837894
2021-07-20,NGN,411.272107
2021-07-20,NOK,9.003856
2021-07-20,NPR,119.580156
2021-07-20,NZD,1.44457
2021-07-20,OMR,0.384983
2021-07-20,PAB,1
2021-07-20,PEN,3.951794
2021-07-20,PGK,3.504943
2021-07-20,PHP,50.59798
2021-07-20,PKR,160.901489
2021-07-20,PLN,3.898833
2021-07-20,PYG,6849.941652
2021-07-20,QAR,3.641
2021-07-20,RON,4.1809
2021-07-20,RSD,99.780141
2021-07-20,RUB,74.3823
2021-07-20,RWF,1000.144372
2021-07-20,SAR,3.750393
2021-07-20,SBD,8.028936
2021-07-20,SCR,15.280902
2021-07-20,SDG,446.5
2021-07-20,SEK,8.7009
2021-07-20,MNT,2848.112285
2021-07-20,LSL,14.600794
2021-07-20,NIO,34.928571
2021-07-20,LTL,3.215858
2021-07-20,LVL,0.654582
2021-07-20,LYD,4.512389
2021-07-20,MAD,8.965808
2021-07-20,MDL,17.980851
2021-07-20,MGA,3832.750649
2021-07-20,MKD,52.356578
2021-07-20,MMK,1646.181169
2021-07-20,NAD,14.66
2021-07-20,MOP,8.007317
2021-07-20,MRO,356.999828
2021-07-20,MRU,36.124637
2021-07-20,MTL,0.683738
2021-07-20,MUR,42.55
2021-07-20,MVR,15.4
2021-07-20,MWK,809.839422
2021-07-20,MXN,20.139191
2021-07-20,MYR,4.2245
2021-07-20,MZN,63.604002
2021-07-20,XCD,2.70255
2021-07-20,UYU,44.000478
2021-07-20,UZS,10598.957144
2021-07-20,VEF,248487.642241
2021-07-20,VES,3592708.785714
2021-07-20,VND,23030.559691
2021-07-20,VUV,110.118851
2021-07-20,WST,2.551678
2021-07-20,XAF,556.717847
2021-07-20,XAG,0.04005287
2021-07-20,XAU,0.00055255
2021-07-20,USD,1
2021-07-20,XDR,0.703868
2021-07-20,XOF,556.717847
2021-07-20,XPD,0.00037836
2021-07-20,XPF,101.278149
2021-07-20,XPT,0.00093241
2021-07-20,YER,250.250081
2021-07-20,ZAR,14.634016
2021-07-20,ZMK,5253.075255
2021-07-20,ZMW,22.302456
2021-07-20,ZWL,322
2021-07-20,THB,32.831983
2021-07-20,SHP,0.733492
2021-07-20,SLL,10251.449873
2021-07-20,SOS,581.137735
2021-07-20,SRD,21.304
2021-07-20,SSP,130.26
2021-07-20,STD,20599.812016
2021-07-20,STN,21.15
2021-07-20,SVC,8.750605
2021-07-20,SYP,1257.421915
2021-07-20,SZL,14.543116
2021-07-20,SGD,1.366347
2021-07-20,TJS,11.406259
2021-07-20,TMT,3.405
2021-07-20,TND,2.7875
2021-07-20,TOP,2.266369
2021-07-20,TRY,8.5779
2021-07-20,TTD,6.790568
2021-07-20,TWD,28.0141
2021-07-20,TZS,2319.259693
2021-07-20,UAH,27.216451
2021-07-20,UGX,3560.441713
2021-07-20,CNY,6.485
2021-07-20,BTN,74.737632
2021-07-20,BWP,11.033198
2021-07-20,BYN,2.534187
2021-07-20,BYR,20026.25
2021-07-20,BZD,2.01589
2021-07-20,CAD,1.26775
2021-07-20,CDF,1993.563414
2021-07-20,CHF,0.921154
2021-07-20,CLF,0.02748
2021-07-20,CLP,758.248582
2021-07-20,CNH,6.48528
2021-07-20,BTC,3.3565144e-05
2021-07-20,COP,3835.781335
2021-07-20,CRC,620.079546
2021-07-20,CUC,1
2021-07-20,CUP,25.75
2021-07-20,CVE,94
2021-07-20,CZK,21.7744
2021-07-20,DJF,178.042429
2021-07-20,DKK,6.3136
2021-07-20,DOP,57.029787
2021-07-20,DZD,134.60337
2021-07-20,BAM,1.66017
2021-07-20,AED,3.67316
2021-07-20,AFN,79.499999
2021-07-20,ALL,104.074431
2021-07-20,AMD,494.796635
2021-07-20,ANG,1.795194
2021-07-20,AOA,640.414
2021-07-20,ARS,96.3314
2021-07-20,AUD,1.362649
2021-07-20,AWG,1.8
2021-07-20,AZN,1.700805
2021-07-20,LKR,199.523755
2021-07-20,BBD,2
2021-07-20,BDT,84.805113
2021-07-20,BGN,1.66
2021-07-20,BHD,0.377021
2021-07-20,BIF,1983.360016
2021-07-20,BMD,1
2021-07-20,BND,1.368062
2021-07-20,BOB,6.905754
2021-07-20,BRL,5.2214
2021-07-20,BSD,1
2021-07-20,KGS,84.780987
2021-07-20,ILS,3.29215
2021-07-20,IMP,0.733492
2021-07-20,INR,74.527239
2021-07-20,IQD,1459.70197
2021-07-20,IRR,42152.500167
2021-07-20,ISK,124.94
2021-07-20,JEP,0.733492
2021-07-20,JMD,154.482239
2021-07-20,JOD,0.709
2021-07-20,JPY,109.92
2021-07-20,KES,108.187158
2021-07-20,EGP,15.6696
2021-07-20,KHR,4074.06418
2021-07-20,KMF,418.149919
2021-07-20,KPW,900
2021-07-20,KRW,1148.481142
2021-07-20,KWD,0.300691
2021-07-20,KYD,0.833383
2021-07-20,KZT,428.541191
2021-07-20,LAK,9536.921379
2021-07-20,LBP,1527.658155
2021-07-20,EEK,14.573008
2021-07-20,IDR,14552.7
2021-07-20,LRD,171.599983
2021-07-20,ERN,15.004625
2021-07-20,ETB,44.206868
2021-07-20,EUR,0.848711
2021-07-20,FJD,2.0899
2021-07-20,FKP,0.733492
2021-07-20,GBP,0.733492
2021-07-20,GEL,3.08
2021-07-20,GGP,0.733492
2021-07-20,GHS,5.970409
2021-07-20,GMD,51.1
2021-07-20,GNF,9813.865013
2021-07-20,GTQ,7.748389
2021-07-20,GYD,209.237057
2021-07-20,HKD,7.77255
2021-07-20,HNL,23.916683
2021-07-20,HRK,6.387
2021-07-20,HTG,94.010647
2021-07-20,HUF,304.980177
2021-07-20,GIP,0.733492
2021-07-21,PLN,3.881752
2021-07-21,PKR,160.815272
2021-07-21,PHP,50.139073
2021-07-21,PGK,3.506369
2021-07-21,PEN,3.947673
2021-07-21,PAB,1
2021-07-21,OMR,0.384993
2021-07-21,NZD,1.436936
2021-07-21,NPR,119.310787
2021-07-21,LSL,14.55
2021-07-21,NOK,8.8843
2021-07-21,PYG,6870.379881
2021-07-21,QAR,3.641
2021-07-21,RON,4.1759
2021-07-21,RSD,99.855598
2021-07-21,RUB,73.9781
2021-07-21,RWF,1000.040785
2021-07-21,SAR,3.751237
2021-07-21,SBD,8.041923
2021-07-21,SCR,16.180009
2021-07-21,SDG,446.5
2021-07-21,SEK,8.689452
2021-07-21,MRO,356.999828
2021-07-21,LTL,3.215858
2021-07-21,LVL,0.654582
2021-07-21,LYD,4.512702
2021-07-21,MAD,8.958882
2021-07-21,MDL,18.026229
2021-07-21,MGA,3841.672577
2021-07-21,MKD,52.231369
2021-07-21,MMK,1645.765181
2021-07-21,MNT,2848.112285
2021-07-21,MOP,8.006268
2021-07-21,NIO,34.919732
2021-07-21,MRU,36.121677
2021-07-21,MTL,0.683738
2021-07-21,MUR,42.5
2021-07-21,MVR,15.375
2021-07-21,MWK,809.419084
2021-07-21,MXN,20.1508
2021-07-21,MYR,4.234
2021-07-21,MZN,63.652993
2021-07-21,NAD,14.55
2021-07-21,NGN,411.220594
2021-07-21,XDR,0.703965
2021-07-21,UYU,43.923162
2021-07-21,UZS,10598.317286
2021-07-21,VEF,248487.642241
2021-07-21,VES,3673037.851852
2021-07-21,VND,22982.911529
2021-07-21,VUV,110.118851
2021-07-21,WST,2.551678
2021-07-21,XAF,556.202154
2021-07-21,XAG,0.0395609
2021-07-21,XAU,0.00055469
2021-07-21,XCD,2.70255
2021-07-21,USD,1
2021-07-21,XOF,556.202154
2021-07-21,XPD,0.00037536
2021-07-21,XPF,101.184334
2021-07-21,XPT,0.00092172
2021-07-21,YER,250.150007
2021-07-21,ZAR,14.581
2021-07-21,ZMK,5253.075255
2021-07-21,ZMW,22.321753
2021-07-21,ZWL,322
2021-07-21,BWP,11.08509
2021-07-21,THB,32.86
2021-07-21,SHP,0.729265
2021-07-21,SLL,10253.950087
2021-07-21,SOS,581.065482
2021-07-21,SRD,21.307
2021-07-21,SSP,130.26
2021-07-21,STD,20599.812016
2021-07-21,STN,21.15
2021-07-21,SVC,8.749681
2021-07-21,SYP,1257.351915
2021-07-21,SZL,14.624604
2021-07-21,SGD,1.3642
2021-07-21,TJS,11.403526
2021-07-21,TMT,3.5
2021-07-21,TND,2.7835
2021-07-21,TOP,2.266876
2021-07-21,TRY,8.5606
2021-07-21,TTD,6.782808
2021-07-21,TWD,27.976202
2021-07-21,TZS,2318.679985
2021-07-21,UAH,27.234774
2021-07-21,UGX,3554.501115
2021-07-21,CNY,6.4679
2021-07-21,BTC,3.1115848e-05
2021-07-21,BTN,74.56844
2021-07-21,BYN,2.530281
2021-07-21,BYR,20026.25
2021-07-21,BZD,2.015374
2021-07-21,CAD,1.257158
2021-07-21,CDF,1995.481298
2021-07-21,CHF,0.917865
2021-07-21,CLF,0.027279
2021-07-21,CLP,752.711133
2021-07-21,CNH,6.46521
2021-07-21,BSD,1
2021-07-21,COP,3828.294574
2021-07-21,CRC,619.867868
2021-07-21,CUC,1
2021-07-21,CUP,25.75
2021-07-21,CVE,93.75
2021-07-21,CZK,21.7903
2021-07-21,DJF,178.000383
2021-07-21,DKK,6.30775
2021-07-21,DOP,57.059825
2021-07-21,DZD,134.570929
2021-07-21,AZN,1.700805
2021-07-21,LRD,171.599983
2021-07-21,AED,3.6732
2021-07-21,AFN,79.579027
2021-07-21,ALL,103.945508
2021-07-21,AMD,491.081346
2021-07-21,ANG,1.7947
2021-07-21,AOA,639.873
2021-07-21,ARS,96.3609
2021-07-21,AUD,1.360245
2021-07-21,AWG,1.8005
2021-07-21,LKR,199.469418
2021-07-21,BAM,1.661284
2021-07-21,BBD,2
2021-07-21,BDT,84.781277
2021-07-21,BGN,1.66001
2021-07-21,BHD,0.37704
2021-07-21,BIF,1982.655235
2021-07-21,BMD,1
2021-07-21,BND,1.367683
2021-07-21,BOB,6.893995
2021-07-21,BRL,5.1888
2021-07-21,KGS,84.739652
2021-07-21,IMP,0.729265
2021-07-21,INR,74.440454
2021-07-21,IQD,1459.072498
2021-07-21,IRR,42152.500136
2021-07-21,ISK,125.5
2021-07-21,JEP,0.729265
2021-07-21,JMD,154.918035
2021-07-21,JOD,0.709
2021-07-21,JPY,110.252
2021-07-21,KES,108.190637
2021-07-21,EGP,15.6713
2021-07-21,KHR,4074.017502
2021-07-21,KMF,417.349846
2021-07-21,KPW,900
2021-07-21,KRW,1149.598972
2021-07-21,KWD,0.300753
2021-07-21,KYD,0.83328
2021-07-21,KZT,427.492324
2021-07-21,LAK,9549.009075
2021-07-21,LBP,1524.587967
2021-07-21,EEK,14.573008
2021-07-21,IDR,14473.95
2021-07-21,ILS,3.27824
2021-07-21,ERN,15.004625
2021-07-21,ETB,44.093308
2021-07-21,EUR,0.847925
2021-07-21,FJD,2.08385
2021-07-21,FKP,0.729265
2021-07-21,GBP,0.729265
2021-07-21,GEL,3.11
2021-07-21,GGP,0.729265
2021-07-21,GHS,5.954479
2021-07-21,GMD,51.1
2021-07-21,GNF,9808.405551
2021-07-21,GTQ,7.746599
2021-07-21,GYD,209.182046
2021-07-21,HKD,7.77313
2021-07-21,HNL,23.761006
2021-07-21,HRK,6.3805
2021-07-21,HTG,94.489342
2021-07-21,HUF,305.047626
2021-07-21,GIP,0.729265
2021-07-22,PKR,160.862759
2021-07-22,PHP,50.050551
2021-07-22,PGK,3.507443
2021-07-22,PEN,3.946305
2021-07-22,PAB,1
2021-07-22,OMR,0.384994
2021-07-22,NZD,1.432624
2021-07-22,NPR,119.016084
2021-07-22,NOK,8.853509
2021-07-22,NIO,35.205708
2021-07-22,NGN,411.326715
2021-07-22,PLN,3.877145
2021-07-22,PYG,6891.68236
2021-07-22,QAR,3.641
2021-07-22,RON,4.1814
2021-07-22,RSD,99.772235
2021-07-22,RUB,73.6901
2021-07-22,RWF,994.743841
2021-07-22,SAR,3.75089
2021-07-22,SBD,8.048354
2021-07-22,SCR,16.18
2021-07-22,SDG,446.5
2021-07-22,MNT,2848.112285
2021-07-22,LRD,171.649999
2021-07-22,LSL,14.55773
2021-07-22,LTL,3.215858
2021-07-22,LVL,0.654582
2021-07-22,LYD,4.514124
2021-07-22,MAD,8.957086
2021-07-22,MDL,18.08981
2021-07-22,MGA,3803.617759
2021-07-22,MKD,52.34364
2021-07-22,MMK,1646.559073
2021-07-22,NAD,14.55
2021-07-22,MOP,8.007788
2021-07-22,MRO,356.999828
2021-07-22,MRU,36.127815
2021-07-22,MTL,0.683738
2021-07-22,MUR,42.802548
2021-07-22,MVR,15.4
2021-07-22,MWK,809.83974
2021-07-22,MXN,20.10486
2021-07-22,MYR,4.223
2021-07-22,MZN,63.648993
2021-07-22,XCD,2.70255
2021-07-22,USD,1
2021-07-22,UYU,43.826899
2021-07-22,UZS,10601.672851
2021-07-22,VEF,248487.642241
2021-07-22,VES,3705881.101852
2021-07-22,VND,23051.800142
2021-07-22,VUV,110.118851
2021-07-22,WST,2.551678
2021-07-22,XAF,557.194309
2021-07-22,XAG,0.03933601
2021-07-22,XAU,0.00055331
2021-07-22,UGX,3549.381451
2021-07-22,XDR,0.703896
2021-07-22,XOF,557.194309
2021-07-22,XPD,0.00036592
2021-07-22,XPF,101.364827
2021-07-22,XPT,0.00091118
2021-07-22,YER,250.150007
2021-07-22,ZAR,14.7088
2021-07-22,ZMK,5253.075255
2021-07-22,ZMW,22.133331
2021-07-22,ZWL,322
2021-07-22,SZL,14.559276
2021-07-22,SGD,1.35935
2021-07-22,SHP,0.726069
2021-07-22,SLL,10256.449779
2021-07-22,SOS,581.200945
2021-07-22,SRD,21.22
2021-07-22,SSP,130.26
2021-07-22,STD,20599.812016
2021-07-22,STN,21.15
2021-07-22,SVC,8.753563
2021-07-22,SYP,1257.301915
2021-07-22,SEK,8.681604
2021-07-22,THB,32.8885
2021-07-22,TJS,11.409035
2021-07-22,TMT,3.5
2021-07-22,TND,2.7835
2021-07-22,TOP,2.261735
2021-07-22,TRY,8.5615
2021-07-22,TTD,6.788238
2021-07-22,TWD,28.0116
2021-07-22,TZS,2319.83196
2021-07-22,UAH,27.19679
2021-07-22,CNH,6.47467
2021-07-22,BTC,3.0930808e-05
2021-07-22,BTN,74.38497
2021-07-22,BWP,11.047644
2021-07-22,BYN,2.527018
2021-07-22,BYR,20026.25
2021-07-22,BZD,2.016425
2021-07-22,CAD,1.256422
2021-07-22,CDF,1994.896056
2021-07-22,CHF,0.919148
2021-07-22,CLF,0.027321
2021-07-22,CLP,753.8804
2021-07-22,BSD,1
2021-07-22,CNY,6.4707
2021-07-22,COP,3861.322305
2021-07-22,CRC,620.198066
2021-07-22,CUC,1
2021-07-22,CUP,25.75
2021-07-22,CVE,93.905
2021-07-22,CZK,21.7734
2021-07-22,DJF,178.083166
2021-07-22,DKK,6.318052
2021-07-22,DOP,57.111462
2021-07-22,AZN,1.700805
2021-07-22,LKR,199.567698
2021-07-22,AED,3.6732
2021-07-22,AFN,79.499999
2021-07-22,ALL,103.799058
2021-07-22,AMD,487.936043
2021-07-22,ANG,1.795608
2021-07-22,AOA,639.873
2021-07-22,ARS,96.405012
2021-07-22,AUD,1.354958
2021-07-22,AWG,1.8
2021-07-22,LBP,1518.512148
2021-07-22,BAM,1.659283
2021-07-22,BBD,2
2021-07-22,BDT,84.823774
2021-07-22,BGN,1.661445
2021-07-22,BHD,0.37702
2021-07-22,BIF,1983.750045
2021-07-22,BMD,1
2021-07-22,BND,1.360746
2021-07-22,BOB,6.907314
2021-07-22,BRL,5.2011
2021-07-22,KES,108.220444
2021-07-22,ILS,3.2725
2021-07-22,IMP,0.726069
2021-07-22,INR,74.453439
2021-07-22,IQD,1459.494051
2021-07-22,IRR,42127.499938
2021-07-22,ISK,126.06
2021-07-22,JEP,0.726069
2021-07-22,JMD,154.412458
2021-07-22,JOD,0.709
2021-07-22,JPY,110.143
2021-07-22,EEK,14.573008
2021-07-22,KGS,84.582648
2021-07-22,KHR,4076.021198
2021-07-22,KMF,418.849764
2021-07-22,KPW,900
2021-07-22,KRW,1150.912203
2021-07-22,KWD,0.300603
2021-07-22,KYD,0.833669
2021-07-22,KZT,426.490669
2021-07-22,LAK,9551.743486
2021-07-22,DZD,134.609769
2021-07-22,HUF,303.914013
2021-07-22,IDR,14505.1
2021-07-22,EGP,15.673
2021-07-22,ERN,15.004625
2021-07-22,ETB,44.231557
2021-07-22,EUR,0.849437
2021-07-22,FJD,2.0895
2021-07-22,FKP,0.726069
2021-07-22,GBP,0.726069
2021-07-22,GEL,3.11
2021-07-22,GGP,0.726069
2021-07-22,GIP,0.726069
2021-07-22,GHS,5.95229
2021-07-22,HTG,94.533982
2021-07-22,HRK,6.3964
2021-07-22,HNL,23.928533
2021-07-22,HKD,7.77115
2021-07-22,GYD,209.293011
2021-07-22,GTQ,7.752836
2021-07-22,GNF,9800.662593
2021-07-22,GMD,51.15
2021-07-23,NOK,8.8667
2021-07-23,NPR,119.05898
2021-07-23,NZD,1.434303
2021-07-23,OMR,0.385089
2021-07-23,PAB,1
2021-07-23,PEN,3.9255
2021-07-23,PGK,3.495
2021-07-23,PHP,50.227253
2021-07-23,PKR,160.819252
2021-07-23,PLN,3.884873
2021-07-23,PYG,6909.463165
2021-07-23,QAR,3.641
2021-07-23,RON,4.1815
2021-07-23,RSD,99.91117
2021-07-23,RUB,73.8682
2021-07-23,RWF,990
2021-07-23,SAR,3.750712
2021-07-23,SBD,8.048395
2021-07-23,SCR,14.877711
2021-07-23,SDG,445.75
2021-07-23,SEK,8.68955
2021-07-23,SGD,1.3603
2021-07-23,MRO,356.999828
2021-07-23,LTL,3.215858
2021-07-23,LVL,0.654582
2021-07-23,LYD,4.51
2021-07-23,MAD,8.97225
2021-07-23,MDL,18.019733
2021-07-23,MGA,3815
2021-07-23,MKD,52.361699
2021-07-23,MMK,1645.672382
2021-07-23,MNT,2848.112285
2021-07-23,MOP,8.000663
2021-07-23,NIO,35.3
2021-07-23,MRU,36.12
2021-07-23,MTL,0.683738
2021-07-23,MUR,42.820002
2021-07-23,MVR,15.4
2021-07-23,MWK,809.41062
2021-07-23,MXN,20.05745
2021-07-23,MYR,4.2265
2021-07-23,MZN,63.649994
2021-07-23,NAD,14.55
2021-07-23,NGN,411.5
2021-07-23,XDR,0.703646
2021-07-23,UZS,10613.963897
2021-07-23,VEF,248487.642241
2021-07-23,VES,3771952.387464
2021-07-23,VND,22990.917253
2021-07-23,VUV,110.118851
2021-07-23,WST,2.551678
2021-07-23,XAF,557.24167
2021-07-23,XAG,0.03972989
2021-07-23,XAU,0.00055485
2021-07-23,XCD,2.70255
2021-07-23,UYU,43.818314
2021-07-23,XOF,557.24167
2021-07-23,XPD,0.0003737
2021-07-23,XPF,101.373443
2021-07-23,XPT,0.00094026
2021-07-23,YER,250.099985
2021-07-23,ZAR,14.84535
2021-07-23,ZMK,5253.075255
2021-07-23,ZMW,22.149679
2021-07-23,ZWL,322
2021-07-23,LSL,14.576219
2021-07-23,TJS,11.403219
2021-07-23,SLL,10256.450076
2021-07-23,SOS,585
2021-07-23,SRD,21.22
2021-07-23,SSP,130.26
2021-07-23,STD,20599.812016
2021-07-23,STN,21.1
2021-07-23,SVC,8.748534
2021-07-23,SYP,1257.518581
2021-07-23,SZL,14.785218
2021-07-23,THB,32.932642
2021-07-23,SHP,0.727008
2021-07-23,TMT,3.5
2021-07-23,TND,2.7925
2021-07-23,TOP,2.260193
2021-07-23,TRY,8.5559
2021-07-23,TTD,6.790844
2021-07-23,TWD,28.0481
2021-07-23,TZS,2318.646
2021-07-23,UAH,27.216878
2021-07-23,UGX,3551.984035
2021-07-23,USD,1
2021-07-23,CNY,6.4814
2021-07-23,BTN,74.411957
2021-07-23,BWP,11.055992
2021-07-23,BYN,2.515006
2021-07-23,BYR,20026.25
2021-07-23,BZD,2.015401
2021-07-23,CAD,1.256195
2021-07-23,CDF,2003
2021-07-23,CHF,0.919822
2021-07-23,CLF,0.027623
2021-07-23,CLP,762.209801
2021-07-23,CNH,6.478305
2021-07-23,BTC,2.9841285e-05
2021-07-23,COP,3867.29289
2021-07-23,CRC,619.868483
2021-07-23,CUC,1
2021-07-23,CUP,25.75
2021-07-23,CVE,94.2
2021-07-23,CZK,21.79025
2021-07-23,DJF,178
2021-07-23,DKK,6.317485
2021-07-23,DOP,57.15
2021-07-23,DZD,134.65463
2021-07-23,BAM,1.662357
2021-07-23,AED,3.673
2021-07-23,AFN,79.600004
2021-07-23,ALL,103.8
2021-07-23,AMD,487.376732
2021-07-23,ANG,1.794754
2021-07-23,AOA,639.831
2021-07-23,ARS,96.364969
2021-07-23,AUD,1.357424
2021-07-23,AWG,1.8005
2021-07-23,AZN,1.700805
2021-07-23,LRD,171.575023
2021-07-23,BBD,2
2021-07-23,BDT,84.871994
2021-07-23,BGN,1.66102
2021-07-23,BHD,0.377104
2021-07-23,BIF,1985
2021-07-23,BMD,1
2021-07-23,BND,1.359692
2021-07-23,BOB,6.893943
2021-07-23,BRL,5.2008
2021-07-23,BSD,1
2021-07-23,KHR,4075
2021-07-23,IMP,0.727008
2021-07-23,INR,74.44905
2021-07-23,IQD,1460.5
2021-07-23,IRR,42152.499848
2021-07-23,ISK,126.23
2021-07-23,JEP,0.727008
2021-07-23,JMD,154.273453
2021-07-23,JOD,0.709
2021-07-23,JPY,110.55147525
2021-07-23,KES,108.3
2021-07-23,KGS,84.521481
2021-07-23,EGP,15.672016
2021-07-23,KMF,418.600229
2021-07-23,KPW,900
2021-07-23,KRW,1152.12
2021-07-23,KWD,0.300944
2021-07-23,KYD,0.833195
2021-07-23,KZT,425.975961
2021-07-23,LAK,9555
2021-07-23,LBP,1527
2021-07-23,LKR,199.461847
2021-07-23,EEK,14.573008
2021-07-23,IDR,14475.15
2021-07-23,ILS,3.2736
2021-07-23,ERN,15.004625
2021-07-23,ETB,44.2
2021-07-23,EUR,0.849509
2021-07-23,FJD,2.09
2021-07-23,FKP,0.727008
2021-07-23,GBP,0.727008
2021-07-23,GEL,3.085
2021-07-23,GGP,0.727008
2021-07-23,GHS,5.97
2021-07-23,GMD,51.15
2021-07-23,GNF,9850
2021-07-23,GTQ,7.748823
2021-07-23,GYD,208.994148
